truck_state,load,decision,decision_score,outcome,future_state,regret,timestamp
"{'fuel_percent': 23, 'time_left_hours': 5.5, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 1.2, 'profit_inr': 1113}",REJECT,25.5,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.3, 'capacity_left_tons': -1}",0,2026-02-01T02:45:41.992087
"{'fuel_percent': 73, 'time_left_hours': 2.3, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 2706}",ACCEPT,-19.32,"{'actual_profit_inr': 2451, 'delay_hours': 1.06, 'fuel_used_percent': 12}","{'time_left_hours': 0.9999999999999998, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.992087
"{'fuel_percent': 34, 'time_left_hours': 3.3, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 1.6, 'profit_inr': 2587}",REJECT,-7.96,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.6999999999999997, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.992087
"{'fuel_percent': 60, 'time_left_hours': 4.1, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 2239}",ACCEPT,28.71,"{'actual_profit_inr': 1977, 'delay_hours': 0.23, 'fuel_used_percent': 7}","{'time_left_hours': 2.5999999999999996, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.992087
"{'fuel_percent': 71, 'time_left_hours': 3.5, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 1.7, 'profit_inr': 2112}",REJECT,-0.28,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.8, 'capacity_left_tons': 0}",0,2026-02-01T02:45:41.992087
"{'fuel_percent': 69, 'time_left_hours': 3.9, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 2.0, 'profit_inr': 1957}",ACCEPT,-6.97,"{'actual_profit_inr': 1844, 'delay_hours': 0.71, 'fuel_used_percent': 10}","{'time_left_hours': 1.9, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.992087
"{'fuel_percent': 29, 'time_left_hours': 3.5, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 2.0, 'profit_inr': 820}",REJECT,27.86,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 50, 'time_left_hours': 2.7, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.4, 'profit_inr': 906}",ACCEPT,-11.79,"{'actual_profit_inr': 777, 'delay_hours': 0.64, 'fuel_used_percent': 12}","{'time_left_hours': 1.3000000000000003, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 47, 'time_left_hours': 2.6, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 1.4, 'profit_inr': 2278}",ACCEPT,6.55,"{'actual_profit_inr': 2029, 'delay_hours': 0.18, 'fuel_used_percent': 11}","{'time_left_hours': 1.2000000000000002, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 60, 'time_left_hours': 2.9, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 1809}",ACCEPT,22.87,"{'actual_profit_inr': 1729, 'delay_hours': 1.0, 'fuel_used_percent': 15}","{'time_left_hours': 1.4, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 59, 'time_left_hours': 2.3, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 1.4, 'profit_inr': 1649}",ACCEPT,-17.04,"{'actual_profit_inr': 1625, 'delay_hours': 0.49, 'fuel_used_percent': 12}","{'time_left_hours': 0.8999999999999999, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 31, 'time_left_hours': 5.9, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 1362}",ACCEPT,10.19,"{'actual_profit_inr': 1359, 'delay_hours': 0.45, 'fuel_used_percent': 14}","{'time_left_hours': 4.4, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 30, 'time_left_hours': 3.1, 'capacity_left_tons': 7}","{'load_weight_tons': 3, 'additional_time_hours': 1.7, 'profit_inr': 1587}",ACCEPT,19.41,"{'actual_profit_inr': 1385, 'delay_hours': 0.97, 'fuel_used_percent': 8}","{'time_left_hours': 1.4000000000000001, 'capacity_left_tons': 4}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 20, 'time_left_hours': 3.0, 'capacity_left_tons': 6}","{'load_weight_tons': 4, 'additional_time_hours': 1.5, 'profit_inr': 1534}",REJECT,-3.74,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 79, 'time_left_hours': 2.2, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 1113}",REJECT,-19.53,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.1, 'capacity_left_tons': 9}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 60, 'time_left_hours': 4.5, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 0.6, 'profit_inr': 1542}",REJECT,14.94,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.9, 'capacity_left_tons': 0}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 76, 'time_left_hours': 4.1, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 1.6, 'profit_inr': 2287}",REJECT,6.19,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.4999999999999996, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 69, 'time_left_hours': 3.3, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 1277}",ACCEPT,23.61,"{'actual_profit_inr': 1146, 'delay_hours': 1.32, 'fuel_used_percent': 14}","{'time_left_hours': 1.4999999999999998, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 55, 'time_left_hours': 5.5, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 1.9, 'profit_inr': 789}",ACCEPT,24.68,"{'actual_profit_inr': 690, 'delay_hours': 1.34, 'fuel_used_percent': 10}","{'time_left_hours': 3.6, 'capacity_left_tons': 0}",1,2026-02-01T02:45:41.993088
"{'fuel_percent': 29, 'time_left_hours': 4.3, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 1.0, 'profit_inr': 1233}",REJECT,11.42,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.3, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 22, 'time_left_hours': 4.8, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.3, 'profit_inr': 1909}",REJECT,-12.56,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 44, 'time_left_hours': 5.1, 'capacity_left_tons': 8}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 1394}",REJECT,-14.49,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.3, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 73, 'time_left_hours': 2.8, 'capacity_left_tons': 3}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 1524}",REJECT,17.27,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.6999999999999997, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 38, 'time_left_hours': 3.4, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 2054}",ACCEPT,9.7,"{'actual_profit_inr': 2044, 'delay_hours': 0.09, 'fuel_used_percent': 11}","{'time_left_hours': 1.5, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 45, 'time_left_hours': 4.9, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 1.7, 'profit_inr': 771}",REJECT,11.75,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.2, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 54, 'time_left_hours': 5.7, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 0.7, 'profit_inr': 2512}",ACCEPT,5.74,"{'actual_profit_inr': 2348, 'delay_hours': 0.38, 'fuel_used_percent': 11}","{'time_left_hours': 5.0, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 59, 'time_left_hours': 2.2, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 1.6, 'profit_inr': 2918}",REJECT,-2.02,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.6000000000000001, 'capacity_left_tons': 9}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 58, 'time_left_hours': 4.9, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 1.3, 'profit_inr': 2045}",ACCEPT,13.02,"{'actual_profit_inr': 1764, 'delay_hours': 1.08, 'fuel_used_percent': 5}","{'time_left_hours': 3.6000000000000005, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 46, 'time_left_hours': 4.9, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 1.9, 'profit_inr': 2273}",ACCEPT,-19.24,"{'actual_profit_inr': 2175, 'delay_hours': 0.06, 'fuel_used_percent': 15}","{'time_left_hours': 3.0000000000000004, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 46, 'time_left_hours': 4.9, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 1.7, 'profit_inr': 1166}",REJECT,26.28,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.2, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 46, 'time_left_hours': 2.5, 'capacity_left_tons': 8}","{'load_weight_tons': 3, 'additional_time_hours': 0.8, 'profit_inr': 2277}",ACCEPT,13.05,"{'actual_profit_inr': 2222, 'delay_hours': 1.11, 'fuel_used_percent': 13}","{'time_left_hours': 1.7, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 60, 'time_left_hours': 2.0, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 1.5, 'profit_inr': 2257}",ACCEPT,10.22,"{'actual_profit_inr': 2152, 'delay_hours': 0.55, 'fuel_used_percent': 6}","{'time_left_hours': 0.5, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 74, 'time_left_hours': 4.4, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 794}",REJECT,1.4,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.3000000000000003, 'capacity_left_tons': 9}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 47, 'time_left_hours': 2.7, 'capacity_left_tons': 8}","{'load_weight_tons': 3, 'additional_time_hours': 1.5, 'profit_inr': 1801}",ACCEPT,1.06,"{'actual_profit_inr': 1768, 'delay_hours': 0.26, 'fuel_used_percent': 6}","{'time_left_hours': 1.2000000000000002, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 65, 'time_left_hours': 4.4, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 603}",ACCEPT,27.38,"{'actual_profit_inr': 487, 'delay_hours': 0.46, 'fuel_used_percent': 11}","{'time_left_hours': 3.4000000000000004, 'capacity_left_tons': 8}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 22, 'time_left_hours': 2.6, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 1.2, 'profit_inr': 922}",REJECT,-4.26,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.4000000000000001, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 59, 'time_left_hours': 3.7, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 1.4, 'profit_inr': 1167}",REJECT,13.83,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.3000000000000003, 'capacity_left_tons': -2}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 56, 'time_left_hours': 3.6, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 1.2, 'profit_inr': 1115}",ACCEPT,23.03,"{'actual_profit_inr': 1006, 'delay_hours': 0.21, 'fuel_used_percent': 10}","{'time_left_hours': 2.4000000000000004, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 72, 'time_left_hours': 4.5, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 1.0, 'profit_inr': 2069}",ACCEPT,-8.11,"{'actual_profit_inr': 1840, 'delay_hours': 1.23, 'fuel_used_percent': 12}","{'time_left_hours': 3.5, 'capacity_left_tons': -1}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 48, 'time_left_hours': 2.2, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 0.7, 'profit_inr': 1119}",ACCEPT,-6.46,"{'actual_profit_inr': 831, 'delay_hours': 0.06, 'fuel_used_percent': 13}","{'time_left_hours': 1.5000000000000002, 'capacity_left_tons': -2}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 75, 'time_left_hours': 3.3, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 0.6, 'profit_inr': 1845}",REJECT,-17.78,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.6999999999999997, 'capacity_left_tons': -1}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 59, 'time_left_hours': 2.1, 'capacity_left_tons': 7}","{'load_weight_tons': 3, 'additional_time_hours': 1.7, 'profit_inr': 1779}",REJECT,22.42,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.40000000000000013, 'capacity_left_tons': 4}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 72, 'time_left_hours': 2.8, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 1.4, 'profit_inr': 1876}",REJECT,28.56,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.4, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 63, 'time_left_hours': 3.7, 'capacity_left_tons': 3}","{'load_weight_tons': 2, 'additional_time_hours': 1.3, 'profit_inr': 2920}",ACCEPT,-18.83,"{'actual_profit_inr': 2742, 'delay_hours': 0.11, 'fuel_used_percent': 14}","{'time_left_hours': 2.4000000000000004, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 42, 'time_left_hours': 3.3, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 1.7, 'profit_inr': 2939}",ACCEPT,-0.91,"{'actual_profit_inr': 2912, 'delay_hours': 1.43, 'fuel_used_percent': 7}","{'time_left_hours': 1.5999999999999999, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 29, 'time_left_hours': 2.8, 'capacity_left_tons': 3}","{'load_weight_tons': 1, 'additional_time_hours': 0.8, 'profit_inr': 1437}",ACCEPT,-19.49,"{'actual_profit_inr': 1205, 'delay_hours': 0.67, 'fuel_used_percent': 8}","{'time_left_hours': 1.9999999999999998, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 35, 'time_left_hours': 4.6, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 1.8, 'profit_inr': 814}",REJECT,18.68,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.8, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 54, 'time_left_hours': 3.1, 'capacity_left_tons': 8}","{'load_weight_tons': 4, 'additional_time_hours': 1.6, 'profit_inr': 1345}",ACCEPT,8.67,"{'actual_profit_inr': 1344, 'delay_hours': 0.11, 'fuel_used_percent': 6}","{'time_left_hours': 1.5, 'capacity_left_tons': 4}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 37, 'time_left_hours': 5.9, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 0.6, 'profit_inr': 2261}",REJECT,18.24,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 5.300000000000001, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 48, 'time_left_hours': 4.5, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 712}",ACCEPT,27.33,"{'actual_profit_inr': 592, 'delay_hours': 1.21, 'fuel_used_percent': 6}","{'time_left_hours': 2.6, 'capacity_left_tons': 3}",1,2026-02-01T02:45:41.993088
"{'fuel_percent': 56, 'time_left_hours': 5.2, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 751}",REJECT,-11.92,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.9000000000000004, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 44, 'time_left_hours': 3.2, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 1583}",REJECT,14.93,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.7000000000000002, 'capacity_left_tons': 4}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 45, 'time_left_hours': 3.1, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 1.8, 'profit_inr': 1296}",REJECT,5.37,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.3, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 40, 'time_left_hours': 3.9, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 1.2, 'profit_inr': 671}",ACCEPT,29.68,"{'actual_profit_inr': 439, 'delay_hours': 1.24, 'fuel_used_percent': 14}","{'time_left_hours': 2.7, 'capacity_left_tons': 9}",1,2026-02-01T02:45:41.993088
"{'fuel_percent': 53, 'time_left_hours': 2.5, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 0.7, 'profit_inr': 2935}",ACCEPT,-0.15,"{'actual_profit_inr': 2744, 'delay_hours': 1.12, 'fuel_used_percent': 12}","{'time_left_hours': 1.8, 'capacity_left_tons': 0}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 61, 'time_left_hours': 2.6, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 1.6, 'profit_inr': 1864}",REJECT,20.92,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.0, 'capacity_left_tons': -2}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 69, 'time_left_hours': 4.2, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 610}",REJECT,6.22,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.9000000000000004, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 60, 'time_left_hours': 5.5, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 1.8, 'profit_inr': 592}",ACCEPT,18.8,"{'actual_profit_inr': 301, 'delay_hours': 0.98, 'fuel_used_percent': 10}","{'time_left_hours': 3.7, 'capacity_left_tons': -1}",0,2026-02-01T02:45:41.993088
"{'fuel_percent': 28, 'time_left_hours': 3.8, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.9, 'profit_inr': 817}",ACCEPT,13.33,"{'actual_profit_inr': 766, 'delay_hours': 0.61, 'fuel_used_percent': 9}","{'time_left_hours': 1.9, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.994087
"{'fuel_percent': 56, 'time_left_hours': 3.3, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 1022}",REJECT,20.11,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.4999999999999998, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.994087
"{'fuel_percent': 62, 'time_left_hours': 5.3, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 1.8, 'profit_inr': 2678}",ACCEPT,19.7,"{'actual_profit_inr': 2619, 'delay_hours': 0.45, 'fuel_used_percent': 6}","{'time_left_hours': 3.5, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.994087
"{'fuel_percent': 45, 'time_left_hours': 4.5, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 1.9, 'profit_inr': 1973}",REJECT,-3.27,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.6, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.994087
"{'fuel_percent': 55, 'time_left_hours': 5.8, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.6, 'profit_inr': 1088}",REJECT,9.89,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.199999999999999, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.994087
"{'fuel_percent': 20, 'time_left_hours': 5.8, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 1.7, 'profit_inr': 1645}",REJECT,3.63,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.1, 'capacity_left_tons': 8}",0,2026-02-01T02:45:41.994087
"{'fuel_percent': 43, 'time_left_hours': 3.2, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 1.3, 'profit_inr': 2400}",REJECT,3.49,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.9000000000000001, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.994087
"{'fuel_percent': 53, 'time_left_hours': 5.6, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 0.8, 'profit_inr': 1666}",REJECT,-19.53,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.8, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.994087
